Anmeldedatum	JahrAkademisch	Art	Grad	Sprache	Titel	Abstract
03.09.20	2020	extern	Bachelor	DE	Software-Lifecycle Management bei der Datev eG: Konzeption und Implementierung einer maßgeschneiderten Lösung	Ziel dieser Arbeit ist die konstruktive Überarbeitung der bereits bestehenden Software-Lifecycle Management Prozesse und Rollen der DATEV unter Einbezug der technologischen Entwicklungen und den neu geschaffenen Funktionen durch einen sogenannten Software Cataloges. Zudem soll ein technischer Einblick in die Funktionsweise und die zukünftigen Einsatzszenarien durch mögliche Erweiterungen des Software Cataloges gegeben werden.
07.09.20	2020	extern	Bachelor	DE	Konzeption und prototypische Überführung von Jenkins-Pipelines in ein Kubernetes-Umfeld sowie Rückführung der Ergebnisse	Das Ziel der vorliegenden Bachelorarbeit war es, ein Konzept zur Überführung von Jenkins- Pipelines in Tekton-Pipelines zu erstellen. Diese Pipelines werden in einem Kubernetes- Cluster ausgeführt. Das Konzept wurde anhand der prototypischen Überführung einer standardisierten Maven-Pipeline angewendet. In diesem Konzept wurde besonderer Wert darauf gelegt, keine Änderung für den Endanwender herbeizuführen. Demnach soll keine Änderung am Vorgehen beim Start und bei der Auswertung der Pipeline erforderlich sein. Hierfür ist es nötig, die Ergebnisse der Tekton-Pipeline auf den Jenkins zurückzuführen sowie den Start der Pipeline gleich zu gestalten. Ein weiterer wichtiger Punkt ist, die Konfigurierbarkeit der Pipeline weiterhin zu gewährleisten. Die Rückführung konnte durch die Verarbeitung von CloudEvents mittels eines RESTServices gestaltet werden. Dieser sendet alle notwendigen Informationen an den Jenkins, welcher diese sichert und anschließend darstellt. Der Start der Pipeline wird über den Aufruf einer Webhook, welche durch tekton-triggers bereitgestellt wird, ermöglicht. Diese Webhook kann sowohl manuell über den Jenkins als auch automatisch bei Änderungen am Repository durch Bitbucket aufgerufen werden. Die Konfigurierbarkeit wurde durch eine dynamisch erzeugte ConfigMap erreicht. Diese wird auf Basis einer Datei im Git-Repository eines jeden Projektes, welches die Pipeline nutzt, erstellt.
07.09.20	2020	intern	Master	DE	Prototypische Konzeption und Implementierung eines Chatbots zur Unterstützung von Studierenden und Studieninteressenten	Diese Arbeit befasst sich mit der prototypischen Konzeption und Implementierung einer Chatbot-Anwendung zur Unterstützung von Studierenden und Studieninteressenten. Die Anwendung wurde in Zusammenarbeit mit psychologischen Fachkräften an der TH Nürnberg realisiert. Beginnend mit der Aufgabenstellung und der Erfassung der Anforderungen, werden zunächst die technischen Grundlagen zur Realisierung einer solchen Anwendung dargelegt. Dabei wird insbesondere auf das Natural Language Understanding (NLU), die Typisierung von Chatbots, sowie auf das Chatbot-Framework Rasa eingegangen. Zudem werden die Studiengangstests der Technischen Hochschule Nürnberg, sowie das zugehörige Interventionsangebot zur Unterstützung der Nutzer erläutert. Die zentrale Aufgabe der Chatbot-Anwendung besteht darin, zwischen den Studiengangstests und dem Interventionsangebot individuell zu vermitteln und den Prozess langfristig zu begleiten. Auf diesen Erkenntnissen aufbauend, wird das Softwaredesign der Chatbot-Anwendung, sowie die anschließende Realisierung erörtert. Dabei wird der Fokus insbesondere auf die Wahl des Chatbot-Frameworks und die Formalisierung der Regeln gelegt. Anschließend wird der Prototyp evaluiert und die Ergebnisse der Evaluation detailliert diskutiert. Des Weiteren werden Herausforderungen bei der Konzeption und Realisierung einer solchen Chatbot-Anwendung separat herausgearbeitet. Abschließend werden mögliche Erweiterungen erörtert und eine Zusammenfassung der Arbeit gegeben.
14.09.20	2020	extern	Bachelor	DE	Evaluation von skalierbaren Technologien für Build-Infrastrukturen in großen IT-Unternehmen und Konzeptionierung der Umsetzung am Fallbeispiel der DATEV eG	Aufgrund des schnellen Wachstums und somit auch steigender Mitarbeiterzahl vieler Unternehmen der Softwareentwicklung benötigen diese eine Build-Infrastruktur, die dynamisch auf die steigende Last reagieren kann. Da die Auslieferung der Software von der Build-Infrastruktur abhängig ist, stellt dies einen essenziellen Aspekt der Wertschöpfungskette jedes Softwareentwicklungsunternehmen dar. Oft ist eine Build-Infrastruktur mit statischen Kapazitäten vorhanden, die unflexibel bezüglich Strukturänderungen und steigender Nutzerzahl ist. Im Kontext der Bachelorarbeit wird eine Infrastruktur mit ca. 1000 Nutzern und 5000 täglichen Builds betrachtet. Bei steigender Nutzerzahl ist manueller Personaleinsatz notwendig. Ziel der Arbeit ist passende architektonische Prinzipien zu ermitteln und eine Lösung zu gestalten, wie am Markt verfügbare Buildtechnologien zu einer flexiblen, dynamischen Infrastruktur verbaut werden können, die sowohl hinsichtlich Last als auch geänderter Anforderungen flexibel ist. Das Ergebnis wird ein Kriterienkatalog mit praxisnahem Anwendungsbeispiel sein, in dem sich alle wichtigen Aspekte und Eigenschaften hinsichtlich der oben genannten Zielsetzung der verschiedenen Technologien befinden. Die ermittelten Prinzipien werden mittels Gestaltung eines Konzepts praxisnah am Fallbeispiel des Unternehmens DATEV eG dargestellt. Die Konzeptionierung der Umsetzung dient zur späteren Validierung im realen Umfeld.
14.09.20	2020	extern	Bachelor	DE	Konzeption und prototypische Anbindung eins cloudbasierten JavaScript Monitoring Tools	Die steigende Anzahl von JavaScript Anwendungen und die derzeit fehlenden Möglichkeiten echtzeitnah und ressourcenschonend bei der Sopra Financial Technogoly (SFT) Performanz und Fehler zu erfassen, ist der Ausgangspunkt für diese Arbeit. Durch eine nutzerorientierte Anforderungsanalyse wurde für die Firma wichtige Kriterien an ein mögliches Error Monitoring Tool eruiert. Mit Hilfe einer Nutzwertanalyse wird ein geeignetes Produkt ausgewählt. Dieses wird mit Hilfe einer minimalen Javascript-Anwendung für den Einsatz in der Sopra Financial Technogoly (SFT) erprobt.
14.09.20	2020	intern	Bachelor	DE	Einflüsse der Digitalisierung in der Pathologie auf die Wirtschaftlichkeit und die Arbeitsabläufe im Labor 	Aus Unternehmenssicht einer Pathologie ist es das Ziel, ihre Kunden, die einsendenden Ärzte, bestmöglich mit zuverlässigen Befunden zu versorgen. Als Herausforderung dabei bestehen nicht nur sinkende Laborbudgets und steigender Kostendruck, sondern auch ein zunehmender Fachkräftemangel. Verbesserungen erwarten Laborleiter und Geschäftsführer hier mit Hilfe der Digitalisierung durch die Reduktion manueller Tätigkeiten. In der Arbeit sollen die prozessualen, personellen und wirtschaftlichen Einflüsse der wachsenden Digitalisierung auf das pathologische Labor sowie die Befunderstellung dargestellt und kritisch betrachtet werden. Zudem sollen Lösungsansätze für das Problem des Fachkräftemangels aufgezeigt werden. Darüber hinaus erfolgt eine wirtschaftliche Gegenüberstellung der Investitionen in Bezug auf die Digitalisierung. Informationen aus der Praxis werden durch Interviews mit Laborberatern und Pathologen erhoben.
21.09.20	2020	intern	Bachelor	DE	Konzeption, Design und Entwicklung einer nativen iOS App zur Untersuchung von responsive Design und Internationalisierung	Zur Untersuchung von responsive Design und Internationalisierung wurden für diese Arbeit drei native iOS Apps erstellt. Sie wurden mit dem UIKit Framework, dem Storyboard des Interface Builders von Xcode und dem seit September 2020 neu eingeführten SwiftUI Framework erstellt. Da sich jede dieser drei Varianten bei der Erstellung einer App unterscheidet wird zuerst auf die Grundlagen eingegangen. Responsive Design wird auch bei nativen Apps benötigt, da sich die Bildschirmauflösungen der einzelnen Modelle unterscheiden. Deshalb wird das Auto Layout, Adaptive Layout und das neue SwiftUI Layout System erklärt und miteinander verglichen. In Zusammenhang mit dem responsive Design steht die Internationalisierung einer App. Es wird beschrieben, wie diese unter iOS funktioniert und welche Vor- und Nachteile sich für die jeweiligen Varianten ergeben.
21.09.20	2020	extern	Bachelor	DE	Konzeption und prototypische Implementierung eines Tools zur Kennzahlenvisualisierung im Serviceprozess bei der Dematic GmbH 	Dematic ist einer der führenden Intralogistik-Innovatoren, der automatisierte Lösungen für Fertigungs-, Lager- und Vertriebsumgebungen entwickelt, baut und betreut. Die Realisierung von Lagersystemen für Kunden beinhaltet vertraglich vereinbarte Service- und Supportdienstleistungen zur Wartung und Betreuung der Lagerverwaltungssoftware. Das Ziel der Arbeit ist, ein Tool zur Darstellung von Kennzahlen eines entsprechenden Serviceprozesses auszuwählen. Mit der Visualisierung von Kennzahlen können die richtigen Informationen in der richtigen Qualität den richtigen Adressaten zur richtigen Zeit zur Verfügung gestellt werden. Mittels einer Kosten-Nutzen-Analyse sowie einer quantitativen Befragung der späteren Softwareanwender wird ein geeignetes Software-Tool zur nutzerfreundlichen Visualisierung von Ticketdaten ausgewählt. Die Untersuchung des Serviceprozesses folgt einem systemtheoretischen Lösungsansatz zur Ermittlung von wesentlichen Komponenten eines Systems und stellt als Ergebnis ein Kennzahlensystem für die Serviceleistungen des SAP Support-Bereichs dar. Mit dem Software-Tool werden die ermittelten Kennzahlen visualisiert und automatisiert bereitgestellt.
22.09.20	2020	extern	Bachelor	DE	Konzeptionierung einer agilen Softwareentwicklung im IT-Systemhaus der Bundesagentur für Arbeit	Die vorliegende Bachelorarbeit, die in Kooperation mit dem IT-Systemhaus der Bundesagentur für Arbeit geschrieben wurde, beschreibt Konzepte für die Softwareentwicklung und das Anforderungsmanagement im Servicebereich BAS1. Die Konzepte versuchen, Lösungsansätze für die Herausforderungen des Servicebereichs aufzuzeigen. Das konzipierte Modell für eine agile Softwareentwicklung mit interdisziplinären Teams und einer testgetriebenen Entwicklung basiert auf der Methode Scrum und wurde an die Prozesse und Vorgaben des Servicebereichs angepasst. Gleichzeitig wird das entwickelte Konzept für das Anforderungsmanagement in den Softwareentwicklungsprozess integriert. Hiermit wird das Anforderungsmanagement neu ausgerichtet, durch ein teamübergreifendes, virtuelles Team durchgeführt und somit von den Teams losgelöst. Obwohl die Konzepte individualisiert sind, zeigen sie, wie eine agile Softwareentwicklung mit interdisziplinären Entwicklerteams und einem cross-funktionalen Anforderungsmanagement in IT-Abteilungen eingesetzt werden kann und können daher als Vorlage für andere Abteilungen dienen.
25.09.20	2020	extern	Bachelor	DE	Analyse und Visualisierung der Datenqualität innerhalb eines Data Warehouse	Für Banken ist für das Treffen von korrekten, finanzspezifischen Entscheidungen insbesondere eine hohe Datenqualität erforderlich. Diese Arbeit zeigt, dass Datenqualität mehr als nur korrekte Daten bedeutet. Zur Analyse von Datenqualität existieren aktuell wenige praktische Verfahren, die ohne manuellen Aufwand angewendet werden können. Anhand einer Stakeholder-Analyse werden drei zentrale Probleme eines Finanzdienstleisters skizziert und Methoden zur Analyse vorgeschlagen. Hierfür werden beispielhaft die Daten des Risikoscorings verwendet und anhand der Methoden untersucht. Basierend auf einer entsprechenden Evaluation erweisen sich diese Verfahren für den Finanzdienstleister als nützlich und geben erste Einblicke in die Datenqualität. Ein in der Arbeit evaluiertes Programm und dessen Visualisierungen zeigen praktisch umgesetzte Verfahren zur Analyse der Datenqualität.
28.09.20	2020	extern	Bachelor	DE	Konzeptionierung und Implementierung einer Performance Analytics Plattform für Managed Services bei einem IT-Dienstleister.	Der Titel dieser Arbeit lässt im Grunde schon das erahnen, was im Fortlauf durchleuchtet und bewertet wird: Wie lässt sich eine Performance Analytics Plattform für Managed Services bei einem IT-Dienstleister konzeptionieren und implementieren? Die Theorie die sich in der umfangreichen Literatur ergründet, bietet einem Unternehmen zahllose Möglichkeiten sein IT-Servicemanagement zu strukturieren. Viele Rahmenwerke beschreiben mithilfe von generischen Modellen die Struktur, welche jedoch auf die Bedürfnisse und Anforderungen des Unternehmens angepasst werden müssen. Anhang der Struktur des IT-Servicemanagements und den Zielen der Organisation können Kennzahlen definiert werden, um den Betrieb steuern und die Unternehmensziele erreichen zu können. Das Ziel ist es letztendlich ein erstes System aus aussagekräftigen Kennzahlen zu entwickeln und zu implementieren, um die Qualität der Services und die Performance der erbrachten Dienstleistung bei einem skalierbaren Wachstum sicherzustellen.
29.09.20	2020	extern	Bachelor	DE	Konzeption und prototypische Realisierung einer Softwarekomponente zur Direktkommunikation von Pick-by-Light-Komponenten mit einem SAP-System	Für Ein- und Auslagerungen von Waren benötigen Unternehmen effiziente Lösungen, um im Wettbewerb bestehen zu können. Einer dieser Lösungsansätze ist die Dematic Pick-By-Light Komponente zur beleglosen Kommissionierung. Auf alte Systemhierarchien begründet ist die Komponente nicht direkt mit SAP EWM verbunden, sondern über das Zwischensystem Dematic SubDriver, welches in diesem Fall als vermittelnder Server fungiert. Aktuelle Änderungen an der Pick-By-Light Komponente ermöglichen deren Konfiguration als Server, weswegen die Funktion des SubDrivers nicht mehr benötigt wird. Gegenstand der hier vorgestellten Arbeit ist die Konzeption und prototypische Implementierung einer Pick-By-Light Komponente zur direkten Kommunikation mit dem SAP-EWM System.
29.09.20	2020	intern	Master	DE	Analyse der Auswirkungen der Corona-Pandemie auf E-Government	Die vorliegende Masterarbeit steht im Kontext zur Corona-Pandemie und betrachtet hierbei das E-Government. Die Arbeit beschäftigt sich konkret mit der Forschungsfrage nach den Auswirkungen der Corona-Pandemie auf das E-Government, welche aufgrund des Umfangs in fünf Teilbereiche untergliedert ist. Für die Beantwortung der Forschungsfrage werden drei Methoden zurate gezogen. Diese sind neben der Literaturrecherche ein Experteninterview sowie eine Umfrage, die im Rahmen der Arbeit durchgeführt wurden. Zentrale Ergebnisse der Arbeit sind neue Online-Services, eine gesteigerte Nutzung digitaler Angebote wie auch eine Weiterentwicklung des Interaktionsgrades derartiger Services. Die Bedeutung digitaler Angebote im öffentlichen Sektor ist durch Kontaktbeschränkungen, die pandemische Lage und geschlossene Dienststellen deutlich gewachsen. In vielen Bereichen des E-Governments hat die Corona-Pandemie so zu einer Express-Digitalisierung geführt, die es ohne die Pandemie in dieser Form nicht gegeben hätte. Dennoch führen föderale Strukturen sowie regulatorische Rahmenbedingungen dazu, dass der Stand des E-Governments auch weiterhin durchaus unterschiedlich sein kann. Die meisten der erhobenen Auswirkungen haben über die Corona-Pandemie hinaus Einfluss auf das E-Government. Damit kann die Corona-Pandemie als neuer Schub für eine beschleunigte Digitalisierung im öffentlichen Sektor dienen und das E-Government in Deutschland weiter vorantreiben.
